Age,Overall,Wage,Agility,Stamina,Penalties
18,61,€1K,70,66,59
22,61,€3K,71,62,42
22,61,€5K,58,67,57
33,61,€1K,54,53,60
23,61,€2K,38,53,32
27,61,€2K,58,66,32
23,61,€1K,86,83,58
24,61,€2K,57,60,64
25,61,€2K,72,52,46
23,61,€1K,66,50,65
19,61,€1K,68,78,59
19,61,€1K,63,70,43
36,61,€1K,25,27,21
22,61,€3K,68,59,45
27,61,€2K,57,78,52
18,61,€1K,72,67,36
18,61,€5K,55,62,65
22,61,€1K,42,44,21
18,61,€2K,60,60,43
21,61,€2K,54,66,60
24,61,€1K,33,21,29
31,61,€3K,61,71,30
19,61,€1K,74,70,44
18,61,€2K,58,51,56
22,61,€3K,45,75,39
22,61,€2K,51,79,32
21,61,€2K,64,62,32
20,61,€1K,65,68,40
22,61,€3K,56,43,68
24,61,€2K,45,60,67
22,61,€1K,81,46,26
24,61,€1K,55,75,48
29,61,€1K,51,36,23
23,61,€2K,61,80,48
22,61,€1K,46,30,10
19,61,€1K,75,60,51
34,61,€1K,68,71,70
22,61,€1K,62,68,29
23,61,€4K,58,40,43
28,61,€2K,71,68,62
32,61,€2K,59,46,44
26,61,€3K,76,61,56
22,61,€1K,36,23,21
21,61,€1K,64,62,52
21,61,€4K,70,73,45
19,61,€1K,89,73,38
24,61,€3K,59,66,28
31,61,€3K,62,64,37
22,61,€1K,58,45,50
21,61,€1K,30,33,24
25,61,€2K,57,60,47
21,61,€1K,65,59,50
24,61,€1K,74,72,28
20,61,€2K,42,25,31
20,61,€2K,56,60,35
18,61,€4K,68,34,52
21,61,€2K,71,73,53
26,61,€1K,90,78,39
33,61,€1K,66,58,52
23,61,€3K,68,70,61
17,61,€1K,69,72,32
22,61,€3K,84,64,56
24,61,€2K,49,58,37
26,61,€3K,64,74,65
23,61,€2K,48,36,60
20,61,€1K,70,59,50
23,61,€1K,58,68,38
19,61,€1K,68,67,48
34,61,€2K,54,68,17
19,61,€2K,63,61,42
23,61,€2K,67,84,68
23,61,€2K,51,63,33
25,61,€1K,64,67,59
20,61,€1K,70,78,49
19,61,€2K,71,63,55
23,61,€1K,63,65,41
26,61,€2K,60,74,29
17,61,€1K,77,56,50
20,61,€1K,88,59,61
19,61,€1K,71,33,55
19,61,€3K,72,67,32
18,61,€3K,68,52,42
27,61,€1K,44,23,24
26,61,€2K,52,35,17
20,61,€4K,31,21,15
22,61,€1K,74,83,45
24,61,€2K,79,53,58
18,61,€1K,42,55,43
19,61,€1K,68,54,50
23,61,€1K,66,74,50
22,61,€1K,60,68,41
20,61,€1K,80,66,45
21,61,€3K,67,56,53
27,61,€1K,71,72,58
20,61,€1K,85,62,46
22,61,€1K,66,58,64
21,61,€1K,30,20,13
23,61,€1K,71,67,39
22,61,€1K,70,73,42
29,61,€4K,71,67,36
28,61,€3K,57,73,40
25,61,€1K,63,68,37
22,61,€3K,75,61,28
20,61,€1K,68,68,42
19,61,€1K,63,67,44
29,61,€1K,67,66,57
19,61,€2K,72,67,50
26,61,€1K,72,67,30
26,61,€1K,60,68,57
26,61,€1K,70,46,50
34,61,€1K,51,51,42
28,61,€1K,60,77,31
25,61,€ 0,77,68,40
20,61,€1K,59,47,50
17,61,€2K,70,40,30
19,61,€1K,73,54,53
23,61,€2K,57,54,70
26,61,€1K,58,72,45
21,61,€1K,57,58,46
25,61,€1K,59,62,48
21,61,€1K,39,34,14
22,61,€1K,67,59,43
20,61,€1K,68,57,55
19,61,€1K,36,17,14
21,61,€1K,46,65,41
24,61,€2K,83,48,53
23,61,€1K,52,68,63
20,61,€2K,50,67,32
19,61,€2K,56,58,66
24,61,€1K,65,71,43
21,61,€3K,66,69,43
23,61,€1K,77,58,50
22,61,€1K,70,61,55
23,61,€3K,72,33,57
26,61,€1K,50,58,37
29,61,€4K,61,55,47
19,61,€3K,38,29,18
29,61,€4K,69,91,54
20,61,€2K,76,34,50
29,61,€2K,58,70,25
22,61,€1K,76,74,47
26,61,€1K,61,63,39
21,61,€1K,79,54,54
22,61,€3K,56,64,37
22,61,€3K,63,65,58
22,61,€2K,62,82,43
19,61,€3K,31,26,11
24,61,€2K,58,60,42
27,61,€2K,62,83,59
26,61,€1K,71,48,49
18,61,€1K,65,68,45
17,61,€2K,73,52,40
31,61,€3K,33,55,34
34,61,€3K,46,89,66
23,61,€3K,72,66,47
27,61,€1K,66,74,53
19,61,€4K,65,48,61
18,61,€3K,40,47,47
23,61,€1K,74,80,32
21,61,€1K,75,72,49
26,61,€1K,60,61,46
26,61,€4K,66,63,64
20,61,€10K,73,63,63
19,61,€1K,69,61,58
31,61,€1K,45,54,36
20,61,€4K,66,74,50
20,61,€2K,39,33,21
25,61,€2K,33,73,35
25,61,€2K,57,53,46
19,61,€1K,89,56,53
19,61,€7K,70,48,55
31,61,€2K,22,24,16
34,61,€1K,89,68,66
25,61,€1K,68,59,51
19,61,€1K,60,54,42
21,61,€1K,31,18,13
36,61,€1K,55,32,56
23,61,€1K,70,65,43
21,61,€7K,55,59,47
20,61,€4K,73,69,46
20,61,€1K,53,49,37
17,61,€3K,78,53,60
19,61,€2K,65,56,71
23,61,€1K,45,72,43
25,61,€1K,64,62,61
20,61,€2K,65,50,42
20,61,€1K,69,60,60
20,61,€1K,50,57,42
32,61,€3K,47,68,65
24,61,€2K,71,52,58
29,61,€1K,70,61,46
18,61,€1K,24,29,11
20,61,€5K,50,59,45
20,61,€1K,68,72,43
23,61,€1K,50,73,48
26,61,€2K,66,59,49
20,61,€7K,72,45,55
27,61,€2K,38,53,31
23,61,€2K,61,55,46
21,61,€1K,68,72,45
21,61,€6K,50,49,45
20,61,€3K,54,57,39
25,61,€2K,70,83,26
25,61,€1K,59,65,48
28,61,€2K,64,63,55
21,61,€1K,89,58,48
21,61,€3K,52,54,62
27,61,€2K,65,68,43
26,61,€1K,58,70,56
27,61,€1K,73,65,41
21,61,€2K,62,59,67
20,61,€1K,80,69,48
21,61,€3K,75,66,36
20,61,€1K,61,56,50
26,61,€1K,68,86,40
27,61,€5K,65,67,49
22,61,€6K,68,54,50
25,61,€2K,73,68,32
32,61,€1K,74,58,47
28,61,€2K,53,77,45
20,61,€2K,66,70,48
23,61,€1K,68,59,42
17,61,€3K,58,51,55
21,61,€2K,64,62,60
18,61,€2K,61,61,44
22,61,€2K,69,68,45
20,61,€1K,46,62,47
18,61,€1K,59,79,55
17,61,€7K,75,50,49
24,61,€3K,78,73,54
27,61,€1K,60,64,29
20,61,€2K,60,60,54
25,61,€1K,46,56,52
21,61,€1K,62,68,49
19,61,€1K,62,62,50
22,61,€1K,49,55,56
20,61,€7K,48,65,36
21,61,€3K,52,64,36
20,61,€2K,59,69,41
27,61,€4K,68,65,63
32,61,€1K,77,79,47
21,61,€2K,64,67,19
28,61,€2K,76,64,50
18,61,€1K,67,55,48
27,61,€1K,43,77,29
22,61,€1K,55,33,26
25,61,€2K,69,65,59
24,61,€1K,66,68,35
19,61,€1K,75,65,38
28,61,€1K,23,22,14
20,61,€2K,63,61,64
21,61,€1K,64,78,58
24,61,€2K,51,67,37
23,61,€1K,71,67,43
22,61,€1K,66,60,31
27,61,€1K,52,33,22
28,61,€1K,76,53,52
26,61,€1K,32,48,19
24,61,€1K,68,67,64
27,61,€2K,65,51,66
21,61,€1K,80,81,35
27,61,€1K,71,61,50
24,61,€1K,74,55,60
29,61,€2K,65,60,42
19,61,€1K,59,37,59
23,61,€2K,67,70,46
28,61,€2K,66,80,52
20,61,€2K,73,67,51
18,61,€1K,28,21,18
20,61,€1K,74,83,48
22,61,€1K,65,79,49
18,61,€8K,60,50,69
28,61,€1K,60,68,55
18,61,€2K,44,64,44
22,61,€2K,78,72,46
18,61,€1K,73,67,48
24,61,€1K,54,53,46
21,61,€1K,65,72,48
30,61,€2K,65,63,60
20,60,€1K,79,72,44
23,60,€1K,56,64,41
27,60,€1K,63,79,37
18,60,€2K,45,49,48
20,60,€1K,68,72,39
20,60,€1K,71,60,45
20,60,€4K,77,55,50
19,60,€5K,63,68,66
17,60,€1K,53,55,45
22,60,€3K,45,57,47
25,60,€1K,54,27,30
23,60,€1K,42,56,26
20,60,€1K,33,18,17
19,60,€1K,75,70,57
26,60,€1K,61,67,71
21,60,€1K,69,72,33
18,60,€3K,64,48,62
24,60,€2K,58,68,62
20,60,€1K,81,59,47
20,60,€5K,60,56,64
19,60,€7K,68,55,52
18,60,€2K,67,50,62
27,60,€1K,60,53,20
22,60,€1K,61,61,50
21,60,€2K,68,70,55
22,60,€3K,73,51,56
18,60,€1K,56,68,42
24,60,€1K,74,46,42
18,60,€1K,75,75,37
27,60,€1K,36,25,11
29,60,€3K,70,60,43
24,60,€1K,69,62,54
22,60,€1K,38,26,15
17,60,€3K,78,55,65
25,60,€1K,68,73,62
21,60,€1K,23,27,18
30,60,€1K,60,64,55
28,60,€3K,76,60,31
19,60,€2K,55,64,61
21,60,€1K,52,57,32
24,60,€1K,73,56,53
17,60,€3K,72,31,58
19,60,€1K,65,72,47
19,60,€3K,79,66,44
24,60,€2K,65,59,55
25,60,€2K,67,74,38
20,60,€1K,70,60,46
20,60,€4K,81,62,42
18,60,€3K,50,44,49
21,60,€1K,52,63,39
31,60,€1K,56,34,23
24,60,€ 0,79,60,40
21,60,€3K,37,58,38
24,60,€3K,45,61,33
22,60,€1K,38,42,25
21,60,€1K,70,55,41
32,60,€2K,55,61,45
30,60,€1K,78,66,49
21,60,€4K,55,63,49
22,60,€4K,52,57,60
21,60,€1K,78,68,37
23,60,€2K,62,71,33
24,60,€1K,34,23,15
29,60,€2K,46,76,47
20,60,€2K,72,68,39
23,60,€2K,62,66,54
28,60,€1K,33,20,19
19,60,€3K,57,59,41
25,60,€1K,32,22,32
20,60,€1K,69,58,45
20,60,€1K,45,45,19
21,60,€1K,57,65,32
20,60,€1K,34,35,10
22,60,€3K,65,41,59
17,60,€1K,67,71,51
26,60,€1K,53,34,23
25,60,€1K,50,72,32
22,60,€1K,65,77,48
19,60,€1K,73,59,55
19,60,€1K,57,55,45
22,60,€1K,45,63,20
21,60,€1K,63,75,47
28,60,€1K,52,68,44
17,60,€1K,76,49,47
21,60,€2K,37,40,11
18,60,€1K,69,86,37
19,60,€1K,57,60,61
19,60,€3K,55,64,53
19,60,€1K,57,37,27
25,60,€1K,79,77,57
22,60,€2K,68,47,46
19,60,€4K,58,59,72
19,60,€3K,69,62,54
20,60,€1K,71,69,36
35,60,€1K,61,50,55
21,60,€1K,72,62,53
23,60,€2K,35,33,18
22,60,€1K,66,84,52
17,60,€2K,55,64,48
21,60,€4K,71,73,46
23,60,€1K,74,65,44
25,60,€2K,46,63,39
23,60,€1K,85,64,48
30,60,€1K,63,80,45
20,60,€1K,48,56,35
37,60,€2K,34,23,18
19,60,€2K,53,55,44
19,60,€2K,49,55,47
18,60,€1K,40,67,38
24,60,€1K,62,62,39
19,60,€3K,56,62,42
25,60,€2K,72,77,62
18,60,€2K,68,60,54
20,60,€1K,45,22,9
20,60,€1K,71,54,49
23,60,€1K,47,65,36
19,60,€1K,70,54,49
22,60,€1K,69,51,57
19,60,€1K,66,54,54
18,60,€3K,60,67,60
19,60,€1K,68,65,53
21,60,€2K,55,69,40
22,60,€1K,65,63,38
20,60,€5K,50,51,68
24,60,€2K,64,77,40
21,60,€3K,54,54,43
22,60,€1K,60,62,40
23,60,€2K,60,68,35
20,60,€4K,41,55,31
21,60,€3K,71,61,39
21,60,€1K,53,57,60
23,60,€3K,53,58,37
22,60,€ 0,74,64,57
20,60,€2K,45,71,40
20,60,€2K,77,59,59
22,60,€1K,38,30,15
24,60,€1K,56,69,38
22,60,€4K,38,33,22
21,60,€1K,66,58,40
19,60,€1K,64,66,34
22,60,€1K,50,64,45
19,60,€2K,67,62,40
18,60,€2K,54,64,38
19,60,€1K,35,20,16
20,60,€4K,67,70,51
22,60,€1K,68,70,42
24,60,€2K,37,26,21
21,60,€1K,66,70,57
28,60,€2K,26,45,12
28,60,€1K,63,86,60
19,60,€3K,69,54,52
22,60,€1K,44,65,31
19,60,€1K,65,60,39
22,60,€2K,36,66,41
20,60,€1K,48,40,40
19,60,€1K,64,51,58
19,60,€1K,54,59,37
19,60,€4K,55,52,42
34,60,€1K,62,60,61
30,60,€2K,61,66,43
26,60,€1K,52,59,26
24,60,€1K,78,69,36
23,60,€2K,52,25,16
19,60,€1K,81,62,49
20,60,€1K,47,53,25
17,60,€2K,47,55,45
19,60,€1K,53,47,47
22,60,€1K,42,24,20
36,60,€1K,33,50,46
20,60,€2K,81,63,35
25,60,€1K,51,54,53
22,60,€2K,64,75,55
24,60,€2K,69,69,45
22,60,€1K,78,75,48
21,60,€1K,72,67,37
19,60,€1K,48,55,42
23,60,€1K,83,69,48
18,60,€1K,62,67,39
24,60,€2K,48,75,39
23,60,€1K,90,72,47
25,60,€1K,58,58,61
23,60,€2K,77,74,47
20,60,€2K,49,61,62
22,60,€1K,81,67,57
18,60,€2K,77,72,31
23,60,€1K,81,89,46
23,60,€1K,60,69,57
19,60,€1K,52,62,36
19,60,€1K,36,29,18
24,60,€1K,32,41,22
21,60,€1K,72,73,50
18,60,€3K,50,60,41
31,60,€2K,63,75,61
25,60,€1K,65,50,50
27,60,€3K,55,22,14
25,60,€1K,37,43,21
24,60,€1K,37,41,30
21,60,€1K,35,34,22
25,60,€1K,59,72,36
25,60,€2K,70,64,57
20,60,€2K,47,71,34
23,60,€2K,62,67,59
22,60,€1K,56,27,21
21,60,€2K,54,58,38
35,60,€2K,56,40,60
21,60,€1K,59,71,48
18,60,€1K,49,51,39
23,60,€1K,62,49,45
17,60,€1K,58,57,65
35,60,€2K,55,62,54
23,60,€1K,62,67,37
22,60,€1K,51,62,61
19,60,€1K,64,58,52
20,60,€1K,70,61,54
19,60,€1K,42,62,39
25,60,€2K,60,67,46
21,60,€1K,25,25,16
22,60,€4K,58,62,53
21,60,€1K,81,38,50
23,60,€1K,32,24,13
31,60,€2K,62,31,23
21,60,€2K,64,38,28
20,60,€1K,56,62,41
26,60,€2K,64,73,40
23,60,€2K,70,71,56
30,60,€1K,56,76,42
22,60,€1K,40,24,23
19,60,€1K,59,64,44
21,60,€1K,70,73,28
18,60,€1K,42,64,40
23,60,€1K,58,73,55
19,60,€1K,69,59,51
21,60,€1K,77,68,48
23,60,€1K,51,56,56
21,60,€1K,68,78,42
23,60,€1K,33,21,27
21,60,€1K,80,68,45
24,60,€1K,73,78,46
18,60,€1K,67,52,63
23,60,€1K,30,42,17
25,60,€2K,61,46,50
24,60,€1K,62,64,57
22,60,€1K,52,55,52
21,60,€1K,49,63,40
18,60,€1K,71,52,56
28,60,€4K,39,32,16
28,60,€3K,74,84,41
18,60,€1K,66,61,45
18,60,€1K,32,20,11
19,60,€2K,81,60,52
20,60,€2K,43,29,18
29,60,€3K,73,67,56
26,60,€3K,74,75,49
23,60,€2K,34,55,13
28,60,€1K,66,28,16
26,60,€1K,49,45,29
19,60,€1K,40,21,18
22,60,€3K,74,65,42
25,60,€1K,55,64,38
25,60,€1K,72,50,69
31,60,€2K,75,62,66
24,60,€ 0,71,53,66
21,60,€1K,63,64,42
28,60,€2K,72,73,51
19,60,€1K,63,65,33
19,60,€2K,78,51,60
39,60,€1K,38,79,38
20,60,€2K,65,58,67
17,60,€1K,64,54,51
19,60,€1K,65,68,42
19,60,€1K,59,52,66
21,60,€1K,78,58,56
20,60,€4K,67,51,55
20,60,€1K,41,23,19
18,60,€2K,87,45,61
26,60,€2K,62,64,48
20,60,€1K,35,16,18
23,60,€2K,50,58,49
26,60,€1K,56,62,37
28,60,€1K,39,28,11
21,60,€4K,63,52,39
29,60,€2K,58,46,66
21,60,€1K,63,70,63
19,60,€3K,67,53,63
22,60,€6K,61,68,53
19,60,€1K,63,56,41
19,60,€1K,73,60,46
21,60,€1K,58,53,36
32,60,€1K,23,41,12
19,60,€2K,58,58,57
23,60,€6K,57,78,41
20,60,€2K,57,61,39
19,60,€1K,52,55,42
20,60,€1K,91,84,63
27,60,€2K,60,69,50
25,60,€2K,67,80,48
20,60,€2K,62,66,54
19,60,€3K,55,70,40
22,60,€1K,68,76,36
32,60,€2K,58,52,36
19,60,€1K,70,57,65
24,60,€2K,65,60,51
21,60,€1K,73,61,41
18,60,€1K,56,55,30
17,60,€1K,64,61,44
24,60,€1K,63,68,41
18,60,€3K,58,49,60
34,60,€1K,30,22,22
27,60,€2K,52,50,65
29,60,€2K,45,22,12
21,60,€2K,24,19,13
20,60,€4K,80,69,46
19,60,€1K,47,51,60
21,60,€1K,72,47,49
25,60,€4K,68,51,56
21,60,€1K,58,65,30
23,60,€1K,84,63,38
19,60,€1K,78,54,52
25,60,€1K,59,69,38
22,60,€1K,71,72,45
21,60,€2K,75,58,39
25,60,€1K,77,60,57
20,60,€1K,77,59,40
18,60,€1K,62,62,56
19,60,€1K,56,68,47
20,60,€1K,76,59,53
17,60,€1K,73,61,42
26,60,€1K,34,17,20
21,60,€1K,60,72,46
19,60,€1K,68,65,52
20,60,€1K,74,69,46
22,60,€2K,68,71,42
21,60,€1K,59,61,50
29,60,€1K,57,62,62
19,60,€3K,67,67,40
34,60,€2K,73,85,55
30,60,€2K,59,90,53
21,60,€6K,66,54,58
18,60,€1K,64,42,19
24,60,€1K,67,59,32
21,60,€1K,89,34,49
26,60,€2K,40,24,14
22,60,€1K,38,33,19
20,60,€1K,72,82,47
19,60,€4K,54,50,76
20,60,€1K,53,67,33
27,60,€1K,43,58,34
19,60,€2K,45,67,45
20,60,€1K,70,60,29
23,60,€1K,62,65,58
21,60,€1K,87,68,53
32,60,€2K,44,66,52
21,60,€1K,73,69,41
19,60,€6K,77,51,67
19,60,€2K,66,54,70
28,60,€1K,80,71,58
20,60,€1K,78,59,54
23,60,€1K,41,30,20
20,60,€1K,58,60,60
18,60,€2K,74,42,52
28,60,€2K,69,54,50
19,60,€1K,42,49,33
19,60,€2K,37,25,15
28,60,€2K,56,67,60
19,60,€1K,52,66,40
24,60,€1K,32,29,18
21,60,€2K,69,47,61
29,60,€3K,53,62,46
29,60,€1K,35,42,25
20,60,€1K,39,18,15
28,60,€2K,74,83,39
35,60,€2K,59,63,44
19,60,€1K,66,66,41
19,60,€1K,72,57,45
19,60,€1K,56,63,46
24,60,€1K,61,72,42
33,60,€1K,80,57,53
19,60,€2K,66,50,50
24,60,€1K,72,51,55
20,60,€1K,59,54,47
28,60,€1K,78,51,48
21,60,€1K,76,36,58
26,60,€2K,65,51,49
25,60,€1K,48,62,52
25,60,€2K,79,72,46
26,60,€1K,64,53,55
27,60,€1K,35,32,16
23,60,€1K,67,60,56
30,60,€1K,75,55,69
20,60,€1K,73,60,58
20,60,€2K,69,53,39
20,60,€5K,73,72,48
21,60,€1K,57,63,61
20,60,€3K,47,58,38
20,60,€1K,72,45,50
21,60,€1K,79,64,39
22,60,€1K,71,53,44
20,60,€2K,62,73,38
29,60,€2K,66,79,33
22,60,€2K,75,60,58
18,60,€1K,70,63,58
22,60,€2K,56,66,34
22,60,€1K,87,67,30
29,60,€2K,53,73,45
17,60,€1K,69,62,28
19,60,€1K,55,51,72
29,60,€ 0,34,37,29
19,60,€2K,81,66,60
22,60,€1K,72,70,45
23,60,€1K,78,51,49
23,60,€1K,72,64,45
23,60,€1K,67,51,43
21,60,€2K,67,74,39
19,60,€3K,77,54,54
20,60,€1K,76,55,41
26,60,€2K,71,68,40
19,60,€1K,69,60,45
20,60,€1K,39,59,36
21,60,€1K,67,77,43
23,60,€1K,43,62,35
22,60,€2K,28,28,18
23,60,€1K,76,57,46
24,60,€3K,51,76,52
31,60,€2K,46,38,19
25,60,€1K,75,75,34
25,60,€3K,66,68,59
22,60,€2K,66,48,61
29,60,€2K,29,24,10
24,60,€1K,61,59,57
20,60,€5K,75,63,50
22,60,€3K,76,64,34
25,60,€1K,57,35,33
20,60,€2K,48,35,66
20,60,€3K,56,40,55
18,60,€2K,61,41,58
21,60,€2K,72,69,51
19,60,€2K,37,24,18
27,60,€1K,63,72,39
21,60,€1K,34,17,19
29,60,€1K,72,64,43
21,60,€1K,52,54,42
21,60,€2K,71,67,51
22,60,€2K,56,57,70
20,60,€1K,67,69,40
21,60,€1K,56,65,56
20,60,€1K,41,63,41
24,60,€1K,43,60,33
23,60,€2K,62,59,39
22,60,€3K,50,65,41
22,60,€2K,57,70,49
17,60,€1K,46,46,47
19,60,€3K,60,54,54
23,60,€1K,67,61,38
29,60,€1K,31,17,15
19,60,€2K,57,56,59
19,60,€3K,61,55,55
20,60,€1K,72,34,32
27,60,€3K,69,58,66
19,60,€1K,75,82,45
20,60,€1K,63,73,48
24,60,€1K,44,35,17
20,60,€1K,53,38,46
22,60,€2K,73,57,57
20,60,€1K,70,80,46
21,60,€1K,82,89,60
20,60,€1K,79,59,50
20,60,€1K,60,80,44
22,60,€1K,67,52,46
26,60,€1K,32,29,12
19,60,€4K,69,60,44
29,60,€2K,60,68,38
26,60,€3K,67,59,49
20,60,€1K,50,57,50
28,60,€2K,69,69,63
27,60,€1K,48,28,15
23,60,€1K,62,33,55
27,60,€3K,62,46,61
18,60,€1K,48,55,44
21,60,€1K,63,65,42
39,60,€1K,31,29,12
22,60,€1K,57,72,41
18,60,€1K,38,40,13
24,60,€2K,58,60,48
22,60,€1K,58,56,60
24,60,€2K,80,63,50
34,60,€1K,63,55,77
24,60,€1K,48,67,36
19,60,€1K,87,53,49
24,60,€1K,66,68,55
20,60,€2K,73,52,59
37,60,€1K,62,58,54
25,60,€1K,65,64,48
22,60,€1K,62,58,48
19,60,€1K,74,54,48
20,60,€1K,65,66,39
18,60,€1K,67,70,33
23,60,€2K,40,27,23
20,60,€2K,70,51,44
20,60,€2K,65,56,47
22,60,€2K,35,65,44
22,60,€2K,66,65,55
21,60,€1K,21,21,14
19,60,€1K,73,53,50
17,60,€5K,49,58,43
28,60,€2K,30,37,26
23,60,€3K,65,72,47
32,60,€1K,29,22,15
24,60,€1K,42,59,32
26,60,€1K,75,69,53
22,60,€1K,39,44,23
20,60,€1K,56,55,44
19,60,€1K,46,40,39
24,60,€2K,62,59,57
25,60,€1K,66,75,38
18,60,€1K,61,64,48
27,60,€2K,75,68,40
20,60,€2K,84,62,39
20,60,€1K,22,20,10
22,60,€2K,46,61,40
22,60,€1K,24,28,10
18,60,€2K,65,54,62
21,60,€1K,23,23,11
26,60,€1K,74,65,54
20,60,€2K,58,70,47
23,60,€1K,62,65,50
34,60,€3K,39,54,67
21,60,€3K,52,59,43
17,60,€1K,60,41,52
20,60,€1K,60,72,35
24,60,€1K,70,63,43
21,60,€1K,71,79,56
30,60,€3K,71,74,58
18,60,€1K,70,63,58
20,60,€3K,71,67,45
24,60,€2K,55,66,41
34,60,€1K,73,81,51
22,60,€2K,90,74,43
20,60,€1K,63,79,52
20,60,€1K,37,62,37
23,60,€4K,68,60,57
25,60,€1K,65,63,53
19,60,€1K,61,46,59
27,60,€ 0,57,69,41
23,60,€3K,59,72,33
29,60,€1K,66,54,42
28,60,€2K,61,75,39
23,60,€1K,66,59,41
23,60,€1K,74,65,56
23,60,€1K,23,19,11
28,60,€1K,42,56,43
17,60,€1K,60,58,58
29,60,€2K,71,68,44
21,60,€5K,63,67,52
21,60,€1K,66,69,48
27,60,€2K,71,79,37
21,60,€1K,62,65,60
17,60,€7K,77,60,58
22,60,€3K,72,67,50
25,60,€1K,55,68,44
21,60,€1K,59,67,43
25,60,€1K,56,64,48
25,60,€1K,80,53,60
21,60,€2K,63,59,47
19,60,€1K,57,63,44
24,60,€1K,71,64,41
22,60,€5K,65,57,52
26,60,€1K,56,58,49
25,60,€2K,74,82,32
20,60,€4K,36,50,42
29,60,€1K,34,36,20
21,60,€1K,64,62,47
20,60,€2K,64,67,27
24,60,€3K,57,68,48
22,60,€1K,37,28,10
20,60,€3K,79,46,55
20,60,€1K,58,61,33
20,60,€1K,79,65,46
24,60,€2K,83,70,68
22,60,€1K,32,21,20
21,60,€1K,76,49,57
21,60,€1K,60,73,40
22,60,€1K,68,59,58
29,60,€1K,85,81,52
24,60,€1K,52,54,35
25,60,€2K,62,68,44
20,60,€1K,67,74,36
20,60,€1K,42,66,31
19,60,€2K,56,67,32
18,60,€1K,77,50,65
29,60,€1K,51,66,33
20,60,€2K,52,56,36
21,60,€3K,66,70,48
20,60,€1K,32,28,12
18,60,€1K,75,50,50
23,60,€1K,68,60,54
21,60,€6K,72,44,56
20,60,€1K,60,59,44
22,60,€4K,78,49,44
19,60,€1K,51,50,63
22,60,€1K,63,59,62
22,60,€2K,37,70,41
22,60,€3K,69,51,49
19,60,€1K,56,75,40
20,60,€1K,62,58,36
24,60,€1K,65,63,39
20,60,€4K,59,55,64
25,60,€1K,65,67,33
19,60,€5K,74,61,62
20,60,€1K,76,67,38
20,60,€3K,66,64,43
19,60,€1K,72,52,60
18,60,€1K,73,58,61
24,60,€2K,36,70,41
22,60,€1K,55,56,53
21,60,€5K,59,48,63
31,60,€2K,55,15,21
20,60,€1K,84,61,51
23,60,€2K,31,64,38
17,60,€3K,56,31,50
21,60,€2K,77,71,46
19,60,€1K,68,55,55
18,60,€1K,71,57,48
22,60,€1K,69,57,62
24,60,€4K,69,53,49
19,60,€1K,67,68,37
20,60,€1K,72,71,46
19,60,€1K,42,60,30
20,60,€1K,70,63,37
25,60,€1K,79,57,38
23,60,€1K,64,61,53
23,60,€2K,36,32,19
23,60,€1K,42,28,21
26,60,€1K,62,70,40
24,60,€4K,55,68,62
20,60,€2K,58,64,41
20,60,€4K,87,52,51
25,60,€1K,63,65,37
20,60,€1K,57,68,40
19,60,€1K,64,59,37
18,60,€1K,46,24,21
23,60,€1K,36,30,26
20,60,€5K,40,59,30
20,60,€1K,59,64,36
31,60,€3K,62,56,65
23,60,€7K,75,64,52
28,60,€2K,64,68,38
20,60,€4K,75,65,58
25,60,€2K,60,71,47
22,60,€2K,73,82,53
22,59,€1K,69,68,40
23,59,€2K,71,58,47
18,59,€3K,81,63,49
20,59,€1K,57,53,51
22,59,€1K,65,69,33
28,59,€3K,66,66,37
23,59,€1K,44,61,34
27,59,€2K,66,71,52
21,59,€1K,73,73,61
21,59,€2K,71,59,44
25,59,€1K,75,64,45
20,59,€2K,58,53,60
26,59,€1K,36,32,18
21,59,€1K,60,48,65
19,59,€1K,63,37,59
18,59,€1K,73,55,48
30,59,€1K,79,66,49
21,59,€1K,50,58,45
22,59,€1K,74,66,59
17,59,€6K,73,54,50
18,59,€2K,69,59,48
22,59,€1K,30,20,30
20,59,€2K,71,55,58
21,59,€2K,51,59,57
21,59,€1K,85,71,55
20,59,€1K,62,54,45
19,59,€1K,54,52,35
22,59,€1K,78,55,57
21,59,€ 0,61,62,58
22,59,€2K,39,27,22
19,59,€3K,53,49,49
20,59,€1K,57,62,44
21,59,€1K,69,63,52
33,59,€1K,74,73,50
22,59,€2K,68,69,52
19,59,€1K,68,62,59
22,59,€3K,60,62,50
17,59,€3K,55,44,57
24,59,€2K,43,60,55
20,59,€1K,68,62,51
20,59,€2K,76,50,52
23,59,€2K,38,24,14
24,59,€1K,74,48,49
26,59,€2K,57,60,38
19,59,€1K,57,58,47
26,59,€4K,85,63,56
27,59,€4K,78,42,47
24,59,€1K,55,68,43
27,59,€1K,64,53,55
26,59,€2K,55,75,50
21,59,€2K,31,22,12
21,59,€1K,46,61,50
20,59,€2K,61,49,60
28,59,€ 0,62,66,64
22,59,€2K,72,54,57
20,59,€3K,78,42,45
23,59,€2K,44,43,20
33,59,€1K,56,54,36
31,59,€1K,70,51,62
22,59,€2K,63,63,60
16,59,€1K,58,59,71
33,59,€3K,60,72,54
24,59,€1K,70,62,39
21,59,€1K,66,62,45
20,59,€3K,61,53,38
24,59,€1K,62,58,45
20,59,€6K,61,68,68
25,59,€2K,70,59,46
22,59,€1K,38,21,11
